,Deal Number,Acquiror name,Acquiror country code,Target name,Target country code,Deal type,Deal status,Deal value th USD,Last deal status date,Acquired stake (%),Initial stake (%),Final stake (%),Target primary NAICS 2017 code,Acquiror primary NAICS 2017 code,Acquiror ticker symbol,Target ticker symbol,Announced date,Deal method of payment,Target listed,Deal method of payment value th USD
981.,1941581451,HEADSPACE INC.,US,GINGER.IO INC.,US,Acquisition 100%,Completed,"1,000,000.00",14.10.2021,100.00000,0.00000,100.00000,518210,511210,,,25.08.2021,,Unlisted,n.a.
982.,1941562098,LIBERTY MUTUAL HOLDING COMPANY INC.,US,STATE AUTO FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"1,000,000.00",01.03.2022,100.00000,0.00000,100.00000,524126,524126,,STFC,12.07.2021,Cash,Delisted,"1,000,000"
983.,1941549087,REGIONS FINANCIAL CORPORATION,US,ENERBANK USA,US,Acquisition 100%,Completed,"1,000,000.00",01.10.2021,100.00000,0.00000,100.00000,522110,522110,RF,,08.06.2021,Cash,Unlisted,"960,000"
984.,1941546583,NUCOR INSULATED PANEL GROUP INC.,US,CORNERSTONE BUILDING BRANDS INC.'S INSULATED METAL PANELS BUSINESS,US,Acquisition 100%,Completed,"1,000,000.00",09.08.2021,100.00000,0.00000,100.00000,332311,331110,,,07.06.2021,Cash,Unlisted,"1,000,000"
,,VULCRAFT CANADA INC.,CA,,,,,,,,,,,332322,,,,,,
985.,1941502744,AUTODESK INC.,US,INNOVYZE INC.,US,Acquisition 100%,Completed,"1,000,000.00",31.03.2021,100.00000,0.00000,100.00000,541511,511210,ADSK,,24.02.2021,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"1,000,000"
986.,1941453314,TIBCO SOFTWARE INC.,US,INFORMATION BUILDERS INC.,US,Acquisition 100%,Completed,"1,000,000.00",05.01.2021,100.00000,0.00000,100.00000,518210,518210,TIBX,,22.10.2020,,Unlisted,n.a.
987.,1941436865,SANDBRIDGE ACQUISITION CORPORATION,US,OWLET BABY CARE INC. (OLD),US,Acquisition 100%,Completed,"1,000,000.00",15.07.2021,100.00000,0.00000,100.00000,511210,525990,OWLT,,16.02.2021,Shares,Unlisted,"1,000,000"
988.,1941430706,MICROSOFT CORPORATION,US,XANDR INC.,US,Acquisition 100%,Completed,"1,000,000.00",06.06.2022,100.00000,0.00000,100.00000,518210,541511,MSFT,,21.12.2021,,Unlisted,n.a.
989.,1941402388,EMPOWER RETIREMENT LLC,US,PERSONAL CAPITAL CORPORATION,US,Acquisition 100%,Completed,"1,000,000.00",18.08.2020,100.00000,0.00000,100.00000,518210,523930,,,29.06.2020,Earn-out,Unlisted,"175,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
990.,1941355861,COSTCO WHOLESALE CORPORATION,US,INNOVEL SOLUTIONS INC.,US,Acquisition 100%,Completed,"1,000,000.00",17.03.2020,100.00000,0.00000,100.00000,492110,452311,COST,,17.03.2020,Cash,Unlisted,"1,000,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
991.,1941299624,ACPRODUCTS INC.,US,MASCO CABINETRY LLC,US,Acquisition 100%,Completed,"1,000,000.00",18.02.2020,100.00000,0.00000,100.00000,337110,337110,,,15.11.2019,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Other,,"150,000"
992.,1941265333,CIT BANK NA,US,MUTUAL OF OMAHA BANK,US,Acquisition 100%,Completed,"1,000,000.00",01.01.2020,100.00000,0.00000,100.00000,522110,522110,,,13.08.2019,Third party shares,Unlisted,"150,000"
,,,,,,,,,,,,,,,,,,Cash,,"850,000"
993.,1941168663,3M COMPANY,US,MMODAL INC.'S TECHNOLOGY BUSINESS,US,Acquisition 100%,Completed,"1,000,000.00",01.02.2019,100.00000,0.00000,100.00000,561410,339999,MMM,,19.12.2018,Liabilities,Unlisted,n.a.
994.,1941156664,MKS INSTRUMENTS INC.,US,ELECTRO SCIENTIFIC INDUSTRIES INC.,US,Acquisition 100%,Completed,"1,000,000.00",01.02.2019,100.00000,0.00000,100.00000,333242,334513,MKSI,ESIO,30.10.2018,Cash,Delisted,"1,000,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
995.,1941112505,VERITEX HOLDINGS INC.,US,GREEN BANCORP INC.,US,Acquisition 100%,Completed,"1,000,000.00",01.01.2019,100.00000,0.00000,100.00000,522110,522110,VBTX,GNBC,24.07.2018,Shares,Delisted,"1,000,000"
996.,1941035184,CLECO CAJUN LLC,US,NRG SOUTH CENTRAL GENERATING LLC,US,Acquisition 100%,Completed,"1,000,000.00",04.02.2019,100.00000,0.00000,100.00000,221112,221111,,,07.02.2018,Cash,Unlisted,"1,000,000"
997.,1939074474,F5 INC.,US,SHAPE SECURITY INC.,US,Acquisition 100%,Completed,"1,000,000.00",24.01.2020,100.00000,0.00000,100.00000,511210,541512,FFIV,,19.12.2019,Liabilities,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
998.,1939044617,PIVOTAL INVESTMENT CORPORATION II,US,XL HYBRIDS INC.,US,Acquisition 100%,Completed,"1,000,000.00",21.12.2020,100.00000,0.00000,100.00000,336350,525990,XL,,18.09.2020,Shares,Unlisted,"1,000,000"
999.,2008313791,RIPPLE LABS INC.,US,G TREASURY SS LLC,US,Acquisition 100%,Completed,"1,000,000.00",05.12.2025,100.00000,0.00000,100.00000,518210,518210,,,16.10.2025,,Unlisted,n.a.
1000.,2008280265,PHOENIX INFRASTRUCTURE LLC,US,UNDISCLOSED 10 DATA CENTRES ACROSS THE US AND CANADA,US,Acquisition 100%,Completed,"1,000,000.00",02.10.2025,100.00000,0.00000,100.00000,518210,518210,,,02.10.2025,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"1,000,000"
1001.,2008245634,ATLASSIAN CORPORATION,US,A SOFTWARE COMPANY,US,Acquisition 100%,Completed,"1,000,000.00",10.11.2025,100.00000,0.00000,100.00000,518210,518210,TEAM,,18.09.2025,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
1002.,2008057734,PARKER HANNIFIN CORPORATION,US,CURTIS INSTRUMENTS INC.,US,Acquisition 100%,Completed,"1,000,000.00",18.09.2025,100.00000,0.00000,100.00000,334515,334513,PH,,30.06.2025,Cash,Unlisted,"1,000,000"
1003.,2007974216,ARISTA NETWORKS INC.,US,BROADCOM INC.'S VELOCLOUD SD-WAN DIVISION,US,Acquisition 100%,Completed,"1,000,000.00",01.07.2025,100.00000,0.00000,100.00000,518210,541511,ANET,,14.05.2025,,Unlisted,n.a.
1004.,2007546151,JOHNSON & JOHNSON,US,PROTEOLOGIX INC.,US,Acquisition 100%,Completed,"1,000,000.00",21.06.2024,100.00000,0.00000,100.00000,541713,325412,JNJ,,16.05.2024,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"150,000"
1005.,2007401308,ELEVANCE HEALTH INC.,US,PARAGON HEALTHCARE INC.,US,Acquisition 100%,Completed,"1,000,000.00",11.03.2024,100.00000,0.00000,100.00000,621999,524114,,,04.01.2024,,Unlisted,n.a.
1006.,1941723998,SEARCHLIGHT CAPITAL PARTNERS LP,US,NETSPEND CORPORATION,US,Acquisition 100%,Completed,"1,000,000.00",01.05.2023,100.00000,0.00000,100.00000,522110,523910,,,02.08.2022,Cash,Unlisted,"1,000,000"
,,REV WORLDWIDE INC.,US,,,,,,,,,,,518210,,,,,,
1007.,1941562752,ELI LILLY AND COMPANY,US,PROTOMER TECHNOLOGIES INC.,US,Acquisition increased from 14% to 100%,Completed,"1,000,000.00",14.07.2021,86.00000,14.00000,100.00000,518210,325412,LLY,,14.07.2021,Earn-out,Unlisted,n.a.
1008.,1941532536,AIG GLOBAL REAL ESTATE INVESTMENT CORPORATION,US,PARTNERS GROUP AG'S INDUSTRIAL REAL ESTATE ASSETS IN MID-ATLANTIC AND SOUTHEAST REGIONS,US,Acquisition 100%,Completed,"1,000,000.00",13.04.2021,100.00000,0.00000,100.00000,531312,523910,,,13.04.2021,,Unlisted,n.a.
1009.,1941512074,ALTC ACQUISITION CORPORATION,US,OKLO INC.,US,Acquisition 100%,Completed,"1,000,000.00",09.05.2024,100.00000,0.00000,100.00000,237130,525990,OKLO,,11.07.2023,Shares,Unlisted,"1,000,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"150,000"
1010.,1941334065,LEONARD GREEN & PARTNERS LP,US,MSHC INC.,US,Acquisition 100%,Completed,"1,000,000.00",02.11.2020,100.00000,0.00000,100.00000,238220,523910,,,02.11.2020,,Unlisted,n.a.
1011.,1941200765,CERTIFY INC.,US,CHROME RIVER TECHNOLOGIES INC.,US,Acquisition unknown majority stake %,Completed,"1,000,000.00",05.03.2019,Unknown majority,0.00000,Unknown majority,518210,518210,,,05.03.2019,,Unlisted,n.a.
1012.,1941541685,UNITED RENTALS INC.,US,GENERAL FINANCE CORPORATION,US,Acquisition 100%,Completed,"996,000.00",25.05.2021,100.00000,0.00000,100.00000,532490,532412,URI,GFN,15.04.2021,Liabilities,Delisted,"400,000"
,,,,,,,,,,,,,,,,,,Cash,,"596,000"
1013.,1941081860,STAPLES INC.,US,ESSENDANT INC.,US,Acquisition increased from 9.9% to 100%,Completed,"996,000.00",31.01.2019,90.10000,9.90000,100.00000,424120,453210,SPLS,ESND,27.12.2018,Cash,Delisted,"996,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
1014.,2007183216,HUT 8 CORPORATION,US,HUT 8 MINING CORPORATION,CA,Merger 100%,Completed,"990,000.00",30.11.2023,100.00000,0.00000,100.00000,518210,518210,HUT,HUT,07.02.2023,Shares,Delisted,"990,000"
,,,,US DATA MINING GROUP INC.,US,,,,,100.00000,0.00000,100.00000,518210,,,,,,Unlisted,
1015.,1941400301,MASTERCARD INC.,US,FINICITY CORPORATION,US,Acquisition 100%,Completed,"985,000.00",19.11.2020,100.00000,0.00000,100.00000,518210,522210,MA,,23.06.2020,Earn-out,Unlisted,"160,000"
1016.,2007167801,WILMINGTON SAVINGS FUND SOCIETY FSB INC.,US,"BRYN MAWR TRUST COMPANY, THE",US,Acquisition 100%,Completed,"976,400.00",23.03.2022,100.00000,0.00000,100.00000,522110,522110,,,23.03.2022,,Unlisted,n.a.
1017.,1941632594,WSFS FINANCIAL CORPORATION,US,BRYN MAWR BANK CORPORATION,US,Acquisition 100%,Completed,"976,400.00",03.01.2022,100.00000,0.00000,100.00000,522110,522110,WSFS,BMTC,10.03.2021,Shares,Delisted,"976,400"
1018.,2007427479,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",US,PLACENTIA-LINDA DEVELOPMENT GROUP INC.,US,Acquisition 100%,Completed,"975,000.00",01.04.2024,100.00000,0.00000,100.00000,622110,611310,,,01.02.2024,Cash,Unlisted,"975,000"
,,,,FOUNTAIN VALLEY COMMUNITY HOSPITAL GUILD INC.,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
,,,,LAKEWOOD REGIONAL MEDICAL CENTER INC.,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
,,,,LOS ALAMITOS MEDICAL CENTER AUXILIARY,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
,,,,TENET HEALTHCARE CORPORATION'S OTHER RELATED HOSPITAL OPERATIONS,US,,,,,100.00000,0.00000,100.00000,622110,,,,,,Unlisted,
1019.,2007300607,ATLASSIAN CORPORATION,US,LOOM INC.,US,Acquisition 100%,Completed,"975,000.00",30.11.2023,100.00000,0.00000,100.00000,518210,518210,TEAM,,12.10.2023,Cash assumed,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"95,000"
,,,,,,,,,,,,,,,,,,Cash,,"880,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1020.,1941553236,CITIC CAPITAL ACQUISITION CORPORATION,US,QUANERGY SYSTEMS INC.,US,Acquisition 100%,Completed,"970,000.00",08.02.2022,100.00000,0.00000,100.00000,334513,525990,QNGYQ,,22.06.2021,Shares,Unlisted,"970,000"
1021.,2007430790,NORTH AMERICAN STAINLESS INC.,US,HAYNES INTERNATIONAL INC.,US,Acquisition 100%,Completed,"970,000.00",21.11.2024,100.00000,0.00000,100.00000,331491,331110,,HAYN,05.02.2024,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"970,000"
1022.,1941308477,US FOODS INC.,US,SMART STORES HOLDINGS CORPORATION,US,Acquisition 100%,Completed,"970,000.00",24.04.2020,100.00000,0.00000,100.00000,445110,424410,,,06.03.2020,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"970,000"
1023.,1939050411,US ECOLOGY PARENT INC.,US,NRC GROUP HOLDINGS CORPORATION,US,Acquisition 100%,Completed,"966,000.00",01.11.2019,100.00000,0.00000,100.00000,561790,562211,,NRCG,24.06.2019,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
1024.,2008308507,GOLDMAN SACHS GROUP INC.,US,INDUSTRY VENTURES LLC,US,Acquisition unknown majority stake %,Completed,"965,000.00",05.01.2026,Unknown majority,0.00000,Unknown majority,523910,523110,GS,,13.10.2025,Earn-out,Unlisted,"300,000"
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
1025.,2007625268,ARCHROCK ELT LLC,US,TOTAL OPERATIONS AND PRODUCTION SERVICES LLC,US,Acquisition 100%,Completed,"963,473.00",30.08.2024,100.00000,0.00000,100.00000,333912,551114,,,22.07.2024,Shares,Unlisted,"137,473"
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"826,000"
1026.,2008460203,CONTEXTLOGIC HOLDINGS INC.,US,US SALT PARENT HOLDINGS LLC,US,Acquisition 100%,Completed,"962,000.00",26.02.2026,100.00000,0.00000,100.00000,325998,518210,,,08.12.2025,Cash,Unlisted,"292,000"
,,,,,,,,,,,,,,,,,,Shares,,"115,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
1027.,2007230031,DELUXE CORPORATION,US,FIRST AMERICAN PAYMENT SYSTEMS LP,US,Acquisition 100%,Completed,"960,000.00",01.06.2021,100.00000,0.00000,100.00000,522320,541810,DLX,,22.04.2021,Cash,Unlisted,"960,000"
1028.,1941527431,DELUXE CORPORATION,US,FAPS HOLDINGS INC.,US,Acquisition 100%,Completed,"960,000.00",01.06.2021,100.00000,0.00000,100.00000,522320,541810,DLX,,21.04.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"960,000"
1029.,2007962208,TPG INC.,US,PEPPERTREE CAPITAL MANAGEMENT INC.,US,Acquisition 100%,Completed,"960,000.00",02.07.2025,100.00000,0.00000,100.00000,523910,523920,TPG,,06.05.2025,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"300,000"
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Third party shares,,n.a.
1030.,1941678096,HALOZYME THERAPEUTICS INC.,US,ANTARES PHARMA INC.,US,Acquisition 100%,Completed,"960,000.00",24.05.2022,100.00000,0.00000,100.00000,339112,325412,HALO,ATRS,13.04.2022,Cash,Delisted,"960,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1031.,2007632166,WESBANCO INC.,US,PREMIER FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"959,000.00",28.02.2025,100.00000,0.00000,100.00000,522110,522110,WSBC,FDEF,26.07.2024,Shares,Delisted,"959,000"
1032.,2007654911,VERITIV CORPORATION,US,ORORA PACKAGING SOLUTIONS,US,Acquisition 100%,Completed,"956,871.91",11.12.2024,100.00000,0.00000,100.00000,322220,423840,VRTV,,03.09.2024,Liabilities,Unlisted,n.a.
1033.,2007075961,IPSEN BIOPHARMACEUTICALS INC.,US,ALBIREO PHARMA INC.,US,Acquisition 100%,Completed,"952,000.00",03.03.2023,100.00000,0.00000,100.00000,325412,325412,,ALBO,09.01.2023,Cash,Delisted,"952,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1034.,2008583894,CATURUS ENERGY LLC,US,SM ENERGY COMPANY'S SOUTH TEXAS ASSETS,US,Acquisition 100%,Completed,"950,000.00",30.04.2026,100.00000,0.00000,100.00000,211120,,,,18.02.2026,Cash,Unlisted,"950,000"
1035.,2007749131,ENTERPRISE PRODUCTS PARTNERS LP,US,PINON MIDSTREAM LLC,US,Acquisition 100%,Completed,"950,000.00",28.10.2024,100.00000,0.00000,100.00000,213112,486210,EPD,,21.08.2024,,Unlisted,n.a.
1036.,2007524178,MEDLINE INC.,US,ECOLAB INC.'S GLOBAL SURGICAL SOLUTIONS BUSINESS,US,Acquisition 100%,Completed,"950,000.00",01.08.2024,100.00000,0.00000,100.00000,325611,339113,MDLN,,30.04.2024,Cash,Unlisted,"950,000"
,,,,MICROTEK MEDICAL LLC,US,,,,,100.00000,0.00000,100.00000,423450,,,,,,Unlisted,
1037.,2007518398,T-MOBILE US INC.,US,NORTH STATE COMMUNICATIONS LLC,US,Acquisition 50%,Completed,"950,000.00",01.04.2025,50.00000,0.00000,50.00000,517311,517312,TMUS,,25.04.2024,,Unlisted,n.a.
1038.,2007321408,OMNICOM GROUP INC.,US,FLYWHEEL DIGITAL LLC,US,Acquisition 100%,Completed,"950,000.00",02.01.2024,100.00000,0.00000,100.00000,518210,541810,OMC,,30.10.2023,Earn-out,Unlisted,"50,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
1039.,2007159777,GLOBAL NET LEASE INC.,US,NECESSITY RETAIL REIT INC.,US,Acquisition 100%,Completed,"950,000.00",12.09.2023,100.00000,0.00000,100.00000,531110,531110,GNL,RTL,23.05.2023,Shares,Delisted,"950,000"
1040.,1941529800,OLAM HOLDINGS INC.,US,OLDE THOMPSON LLC,US,Acquisition 100%,Completed,"950,000.00",17.05.2021,100.00000,0.00000,100.00000,311942,424590,,,28.04.2021,Liabilities,Unlisted,n.a.
1041.,1941149081,VALERO ENERGY CORPORATION,US,VALERO ENERGY PARTNERS LP,US,Acquisition 100%,Completed,"950,000.00",10.01.2019,100.00000,0.00000,100.00000,486210,324110,VLO,VLP,18.10.2018,Cash,Delisted,"950,000"
1042.,2007407041,7-ELEVEN INC.,US,SUNOCO LP'S 204 GAS STATIONS AND CONVENIENCE STORES,US,Acquisition 100%,Completed,"950,000.00",16.04.2024,100.00000,0.00000,100.00000,424720,445120,SE,,11.01.2024,,Unlisted,n.a.
1043.,1941292643,ADVISOR GROUP HOLDINGS INC.,US,LADENBURG THALMANN FINANCIAL SERVICES INC.,US,Acquisition increased from 27.244% to 100%,Completed,"945,828.00",14.02.2020,72.75600,27.24400,100.00000,523110,523910,,LTS,11.11.2019,Cash,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
1044.,1941443625,TRANSDIGM GROUP INC.,US,MASTSYSTEM INT'L OY,FI,Acquisition 100%,Completed,"945,000.00",12.02.2021,100.00000,0.00000,100.00000,334220,336413,TDG,,24.11.2020,Cash Reserves,Unlisted,n.a.
,,,,CHELTON LTD,GB,,,,,100.00000,0.00000,100.00000,334511,,,,,Cash,Unlisted,"945,000"
,,,,CHELTON AVIONICS HOLDINGS INC.,US,,,,,100.00000,0.00000,100.00000,334310,,,,,,Unlisted,
1045.,2008008808,ONEOK INC.,US,DELAWARE G&P LLC,US,Acquisition increased from 50.1% to 100%,Completed,"940,000.00",28.05.2025,49.90000,50.10000,100.00000,211120,221210,OKE,,28.05.2025,Cash,Unlisted,"530,000"
,,,,,,,,,,,,,,,,,,Shares,,"410,000"
1046.,1941453964,TS INNOVATION ACQUISITIONS CORPORATION,US,LATCH INC.,US,Acquisition 100%,Completed,"940,000.00",04.06.2021,100.00000,0.00000,100.00000,518210,525990,LTCH,,25.01.2021,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash assumed,,"60,000"
,,,,,,,,,,,,,,,,,,Cash,,n.a.
1047.,1941427785,ACADIA PHARMACEUTICALS INC.,US,CERSCI THERAPEUTICS INC.,US,Acquisition 100%,Completed,"939,500.00",24.08.2020,100.00000,0.00000,100.00000,541713,541713,ACAD,,24.08.2020,Earn-out,Unlisted,"887,000"
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
1048.,1941573194,MEDTRONIC INC.,US,INTERSECT ENT INC.,US,Acquisition 100%,Completed,"936,221.00",13.05.2022,100.00000,0.00000,100.00000,339112,339112,MDT,XENT,06.08.2021,Cash,Delisted,"936,221"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
1049.,1941212348,ON SEMICONDUCTOR CORPORATION,US,QUANTENNA COMMUNICATIONS INC.,US,Acquisition 100%,Completed,"936,000.00",19.06.2019,100.00000,0.00000,100.00000,334413,334413,ON,QTNA,27.03.2019,Cash Reserves,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"1,070,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Cash assumed,,"136,000"
1050.,2007872044,PINETREE ACQUISITION SUB INC.,US,CHIMERIX INC.,US,Acquisition 100%,Completed,"935,000.00",21.04.2025,100.00000,0.00000,100.00000,541713,525990,,CMRX,05.03.2025,Cash,Delisted,"935,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1051.,1941310305,GOLDMAN SACHS BDC INC.,US,GOLDMAN SACHS MIDDLE MARKET LENDING CORPORATION,US,Acquisition 100%,Completed,"931,450.00",12.10.2020,100.00000,0.00000,100.00000,522298,522298,GSBD,,09.12.2019,Shares,Unlisted,"931,450"
1052.,1941616980,NCINO INC.,US,SIMPLENEXUS LLC,US,Acquisition 100%,Completed,"931,351.00",07.01.2022,100.00000,0.00000,100.00000,518210,518210,NCNO,,16.11.2021,Cash,Unlisted,"270,000"
,,,,,,,,,,,,,,,,,,Shares,,"661,351"
1053.,1941521428,RIVERVIEW ACQUISITION CORPORATION,US,WESTROCK COFFEE COMPANY LLC,US,Acquisition 100%,Completed,"931,300.00",26.08.2022,100.00000,0.00000,100.00000,311920,525990,RVAC,,04.04.2022,Shares,Unlisted,"931,300"
1054.,2007577965,ALPHASENSE INC.,US,TEGUS INC.,US,Acquisition 100%,Completed,"930,000.00",08.07.2024,100.00000,0.00000,100.00000,518210,518210,,,11.06.2024,,Unlisted,n.a.
1055.,1941445688,ROMAN DBDR TECH ACQUISITION CORPORATION,US,COMPOSECURE HOLDINGS LLC,US,Acquisition 100%,Completed,"928,000.00",27.12.2021,100.00000,0.00000,100.00000,332999,525990,GPGI,,19.04.2021,Cash,Unlisted,"361,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Shares,,"492,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"75,000"
1056.,1941539040,GLACIER BANCORP INC.,US,ALTABANCORP,US,Acquisition 100%,Completed,"925,388.00",01.10.2021,100.00000,0.00000,100.00000,522110,522110,GBCI,PUB,18.05.2021,Shares,Delisted,"925,388"
1057.,1941491823,GRAY TELEVISION INC.,US,QUINCY MEDIA INC.,US,Acquisition 100%,Completed,"925,000.00",02.08.2021,100.00000,0.00000,100.00000,515120,515120,GTN,,01.02.2021,Cash,Unlisted,"925,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1058.,1941617078,NUBIA BRAND INTERNATIONAL CORPORATION,US,HONEYCOMB BATTERY COMPANY,US,Acquisition 100%,Completed,"925,000.00",02.02.2024,100.00000,0.00000,100.00000,335912,525990,STI,,16.02.2023,Shares,Unlisted,"925,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"225,000"
1059.,1941376910,MOLINA HEALTHCARE INC.,US,MAGELLAN HEALTH INC'S MAGELLAN COMPLETE CARE BUSINESS,US,Acquisition 100%,Completed,"925,000.00",31.12.2020,100.00000,0.00000,100.00000,524114,524114,MOH,,30.04.2020,Cash,Unlisted,"850,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1060.,1941277334,AMETEK INC.,US,GATAN INC.,US,Acquisition 100%,Completed,"925,000.00",31.10.2019,100.00000,0.00000,100.00000,334516,334510,AME,,27.09.2019,Cash,Unlisted,"925,000"
1061.,2007826446,ECHELON PURCHASER LLC,US,EDGE AUTONOMY INTERMEDIATE HOLDINGS LLC,US,Acquisition 100%,Completed,"925,000.00",13.06.2025,100.00000,0.00000,100.00000,551112,551114,,,20.01.2025,Converted Debt,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"160,000"
,,,,,,,,,,,,,,,,,,Shares,,"765,000"
1062.,1941408933,HEWLETT PACKARD ENTERPRISE COMPANY,US,SILVER PEAK SYSTEMS INC.,US,Acquisition 100%,Completed,"925,000.00",21.09.2020,100.00000,0.00000,100.00000,518210,334111,HPE,,13.07.2020,Cash,Unlisted,"925,000"
1063.,1941283780,OSPREY TECHNOLOGY ACQUISITION CORPORATION,US,BLACKSKY HOLDINGS INC.,US,Acquisition 100%,Completed,"925,000.00",09.09.2021,100.00000,0.00000,100.00000,518210,525990,SFTW.U,,18.02.2021,Shares,Unlisted,"925,000"
1064.,2007279140,CHESAPEAKE UTILITIES CORPORATION,US,FLORIDA CITY GAS INC.,US,Acquisition 100%,Completed,"923,000.00",01.12.2023,100.00000,0.00000,100.00000,221210,221210,CPK,,26.09.2023,Cash,Unlisted,"923,000"
1065.,2007961481,AMETEK TP INC.,US,FARO TECHNOLOGIES INC.,US,Acquisition 100%,Completed,"920,000.00",21.07.2025,100.00000,0.00000,100.00000,511210,523910,,FARO,06.05.2025,Liabilities,Delisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"845,954"
1066.,1941589161,HOME BANCSHARES INC.,US,HAPPY BANCSHARES INC.,US,Acquisition 100%,Completed,"919,100.00",01.04.2022,100.00000,0.00000,100.00000,522110,522110,HOMB,,15.09.2021,Shares,Unlisted,"919,100"
1067.,1941611743,LUMENTUM HOLDINGS INC.,US,NEOPHOTONICS CORPORATION,US,Acquisition 100%,Completed,"918,000.00",03.08.2022,100.00000,0.00000,100.00000,334413,334413,LITE,NPTN,04.11.2021,Cash,Delisted,"918,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
1068.,2007669086,FIRST BUSEY CORPORATION,US,CROSSFIRST BANKSHARES INC.,US,Acquisition 100%,Completed,"917,000.00",01.03.2025,100.00000,0.00000,100.00000,522110,522110,BUSE,CFB,27.08.2024,Shares,Delisted,"917,000"
1069.,1943312441,RHEA PARENT INC.,US,AGIC-HUMANWELL BLUE RIDGE (US) LTD,US,Acquisition 100%,Completed,"915,000.00",23.02.2022,100.00000,0.00000,100.00000,325412,523910,,,05.01.2022,,Unlisted,n.a.
1070.,2007187341,THERMO FISHER SCIENTIFIC INC.,US,COREVITAS LLC,US,Acquisition 100%,Completed,"912,500.00",14.08.2023,100.00000,0.00000,100.00000,518210,334516,TMO,,06.07.2023,Cash,Unlisted,"912,500"
1071.,2007642085,ORLANDO HEALTH INC.,US,BBH BMC LLC,US,Acquisition 70%,Completed,"910,000.00",01.10.2024,70.00000,0.00000,70.00000,622110,622110,,,05.08.2024,Cash,Unlisted,"910,000"
